"B1R1,C,2","B1R2,C,2","B1R4,C,3","B1R5,C,3","B1R6,C,1","B1R7,C,1","B1R8,C,1","B1R9,C,1","B7R1AK2,N,2,0","B7R1AK3,N,2,0","B7R1AK4,N,2,0","B7R1AK5,N,2,0","FILLER_ID,C,3","REC_TYPE,C,1"
11,01,180,011,2,2,1,2,0,0,0,0,000,6
11,01,180,012,2,2,1,2,0,0,0,0,000,6
11,01,180,013,2,2,1,2,0,0,0,0,000,6
11,01,180,014,2,2,1,3,0,0,0,0,000,6
11,01,180,015,2,1,1,3,1,0,1,0,000,6
11,01,180,016,2,2,1,3,0,0,0,0,000,6
11,01,180,017,2,2,1,3,0,0,0,0,000,6
11,01,180,018,2,2,1,2,0,0,0,0,000,6
11,01,180,019,2,2,1,2,0,0,0,0,000,6
11,01,180,020,2,2,1,2,0,0,0,0,000,6
11,01,180,021,2,2,1,2,0,0,0,0,000,6
11,01,180,022,2,3,1,3,0,0,0,0,000,6
11,01,180,023,2,2,1,2,0,0,0,0,000,6
11,01,180,024,2,2,1,2,0,0,0,0,000,6
11,01,180,025,2,2,1,2,0,0,0,0,000,6
11,02,010,001,2,2,1,2,0,0,0,0,000,6
11,02,010,002,2,2,1,2,0,0,0,0,000,6
11,02,010,003,2,2,1,2,0,0,0,0,000,6
11,02,010,004,2,2,1,2,0,0,0,0,000,6
11,02,010,005,2,2,1,2,0,0,0,0,000,6
11,02,010,006,2,2,1,2,0,0,0,0,000,6
11,02,010,007,2,2,1,2,0,0,0,0,000,6
11,02,010,008,2,2,1,2,0,0,0,0,000,6
11,02,010,009,2,2,1,2,0,0,0,0,000,6
11,02,010,010,2,2,1,2,0,0,0,0,000,6
11,02,010,011,2,2,1,2,0,0,0,0,000,6
11,02,010,012,2,2,1,2,0,0,0,0,000,6
11,02,010,013,2,2,1,2,0,0,0,0,000,6
11,02,010,014,2,2,1,2,0,0,0,0,000,6
11,02,010,015,2,2,1,2,0,0,0,0,000,6
11,02,010,016,2,2,1,2,0,0,0,0,000,6
11,02,010,017,2,2,1,2,0,0,0,0,000,6
11,02,010,018,2,2,1,2,0,0,0,0,000,6
11,02,010,019,2,2,1,2,0,0,0,0,000,6
11,02,010,020,2,2,1,2,0,0,0,0,000,6
11,02,010,021,2,2,1,2,0,0,0,0,000,6
11,02,010,022,2,2,1,2,0,0,0,0,000,6
11,02,010,023,2,2,1,2,0,0,0,0,000,6
11,02,010,024,2,2,1,2,0,0,0,0,000,6
11,02,010,025,2,2,1,2,0,0,0,0,000,6
11,02,010,026,2,2,1,2,0,0,0,0,000,6
11,02,010,027,2,2,1,2,0,0,0,0,000,6
11,02,010,028,2,2,1,2,0,0,0,0,000,6
11,02,010,029,2,2,1,2,0,0,0,0,000,6
11,02,010,030,2,2,1,2,0,0,0,0,000,6
11,02,010,031,2,2,1,2,0,0,0,0,000,6
11,02,010,032,2,2,1,2,0,0,0,0,000,6
11,02,020,001,2,2,1,1,0,0,0,0,000,6
11,02,020,002,2,2,1,2,0,0,0,0,000,6
11,02,020,003,2,2,1,1,0,0,0,0,000,6
11,02,020,004,2,2,1,1,0,0,0,0,000,6
11,02,020,005,2,2,1,1,0,0,0,0,000,6
11,02,020,006,2,2,1,1,0,0,0,0,000,6
11,02,020,007,2,2,1,1,0,0,0,0,000,6
11,02,020,008,2,2,1,1,0,0,0,0,000,6
11,02,020,009,2,2,1,1,0,0,0,0,000,6
11,02,020,010,2,2,1,1,0,0,0,0,000,6
11,02,020,011,2,2,1,1,0,0,0,0,000,6
11,02,020,012,2,2,1,1,0,0,0,0,000,6
11,02,020,013,2,2,1,1,0,0,0,0,000,6
11,02,020,014,2,2,1,1,0,0,0,0,000,6
11,02,020,015,2,2,1,1,0,0,0,0,000,6
11,02,020,016,2,2,1,1,0,0,0,0,000,6
11,02,020,017,2,2,1,1,0,0,0,0,000,6
11,02,020,018,2,2,1,1,0,0,0,0,000,6
11,02,020,019,2,2,1,1,0,0,0,0,000,6
11,02,020,020,2,2,1,1,0,0,0,0,000,6
11,02,020,021,2,2,1,1,0,0,0,0,000,6
11,02,020,022,2,2,1,1,0,0,0,0,000,6
11,02,020,023,2,2,1,1,0,0,0,0,000,6
11,02,020,024,2,2,1,1,0,0,0,0,000,6
11,02,020,025,2,2,1,1,0,0,0,0,000,6
11,02,020,026,2,2,1,1,0,0,0,0,000,6
11,02,020,027,2,2,1,1,0,0,0,0,000,6
11,02,020,028,2,2,1,1,0,0,0,0,000,6
11,02,020,029,2,2,1,1,0,0,0,0,000,6
11,02,020,030,2,2,1,1,0,0,0,0,000,6
11,02,020,031,2,2,1,1,0,0,0,0,000,6
11,02,020,032,2,2,1,1,0,0,0,0,000,6
11,02,020,033,2,2,1,1,0,0,0,0,000,6
11,02,020,034,2,2,1,1,0,0,0,0,000,6
11,02,030,001,2,2,1,1,0,0,0,0,000,6
11,02,030,002,2,2,1,1,0,0,0,0,000,6
11,02,030,003,2,2,1,2,0,0,0,0,000,6
11,02,030,004,2,2,1,1,0,0,0,0,000,6
11,02,030,005,2,2,1,1,0,0,0,0,000,6
11,02,030,006,2,2,1,1,0,0,0,0,000,6
11,02,030,007,2,2,1,1,0,0,0,0,000,6
11,02,030,008,2,2,1,1,0,0,0,0,000,6
11,02,030,009,2,2,1,1,0,0,0,0,000,6
11,02,030,010,2,2,1,1,0,0,0,0,000,6
11,02,030,011,2,2,1,1,0,0,0,0,000,6
11,02,030,012,2,2,1,2,0,0,0,0,000,6
11,02,030,013,2,2,1,2,0,0,0,0,000,6
11,02,030,014,2,2,1,1,0,0,0,0,000,6
11,02,030,015,2,2,1,1,0,0,0,0,000,6
11,02,030,016,2,2,1,1,0,0,0,0,000,6
11,02,030,017,2,2,1,1,0,0,0,0,000,6
11,02,030,018,2,2,1,1,0,0,0,0,000,6
11,02,030,019,2,2,1,1,0,0,0,0,000,6
11,02,030,020,2,2,1,1,0,0,0,0,000,6
11,02,030,021,2,2,1,2,0,0,0,0,000,6
11,02,030,022,2,2,1,2,0,0,0,0,000,6
11,02,030,023,2,2,1,1,0,0,0,0,000,6
11,02,030,024,2,2,1,1,0,0,0,0,000,6
11,02,030,025,2,2,1,1,0,0,0,0,000,6
11,02,030,026,2,2,1,2,0,0,0,0,000,6
11,02,030,027,2,2,1,1,0,0,0,0,000,6
11,02,030,028,2,2,1,1,0,0,0,0,000,6
11,02,030,029,2,2,1,1,0,0,0,0,000,6
11,02,030,030,2,2,1,1,0,0,0,0,000,6
11,02,030,031,2,2,1,1,0,0,0,0,000,6
11,02,030,032,2,2,1,1,0,0,0,0,000,6
11,02,030,033,2,2,1,1,0,0,0,0,000,6
11,02,030,034,2,2,1,2,0,0,0,0,000,6
11,02,030,035,2,2,1,1,0,0,0,0,000,6
11,02,030,036,2,2,1,1,0,0,0,0,000,6
11,02,030,037,2,2,1,1,0,0,0,0,000,6
11,02,030,038,2,2,1,1,0,0,0,0,000,6
11,02,040,001,2,2,1,2,0,0,0,0,000,6
11,02,040,002,2,2,1,2,0,0,0,0,000,6
11,02,040,003,2,2,1,2,0,0,0,0,000,6
11,02,040,004,1,2,1,2,0,0,0,0,000,6
11,02,040,005,1,2,2,2,0,0,0,0,000,6
11,02,040,006,2,2,1,2,0,0,0,0,000,6
11,02,040,007,2,2,1,2,0,0,0,0,000,6
11,02,040,008,2,2,1,2,0,0,0,0,000,6
11,02,040,009,2,2,1,2,0,0,0,0,000,6
11,02,040,010,1,2,2,2,1,2,1,2,000,6
11,02,040,011,2,2,2,2,0,0,0,0,000,6
11,02,040,012,2,2,1,2,0,0,0,0,000,6
11,02,040,013,1,2,2,2,0,0,0,0,000,6
11,02,040,014,2,2,1,2,0,0,0,0,000,6
11,02,040,015,2,2,1,2,0,1,0,1,000,6
11,02,040,016,2,2,1,2,0,0,0,0,000,6
11,02,040,017,2,2,1,2,0,0,0,0,000,6
11,02,040,018,2,2,1,1,0,0,0,0,000,6
11,02,040,019,2,2,1,2,0,0,0,0,000,6
11,02,040,020,2,2,1,2,0,0,0,0,000,6
11,02,040,021,2,2,1,2,0,0,0,0,000,6
11,02,040,022,2,2,1,2,0,0,0,0,000,6
11,02,040,023,2,2,1,2,0,0,0,0,000,6
11,02,040,024,2,2,1,2,0,0,0,0,000,6
11,02,040,025,2,2,1,2,0,0,0,0,000,6
11,02,040,026,2,2,1,2,0,0,0,0,000,6
11,02,040,027,2,2,1,2,0,0,0,0,000,6
11,02,050,001,2,2,1,2,0,0,0,0,000,6
11,02,050,002,2,2,1,3,0,1,0,1,000,6
11,02,050,003,2,2,1,3,0,0,0,0,000,6
11,02,050,004,2,2,1,3,0,0,0,0,000,6
11,02,050,005,2,2,1,2,0,0,0,0,000,6
11,02,050,006,2,2,1,2,0,0,0,0,000,6
11,02,050,007,2,2,1,2,0,0,0,0,000,6
11,02,050,008,2,2,1,2,0,0,0,0,000,6
11,02,050,009,2,2,1,3,0,0,0,0,000,6
11,02,050,010,2,2,1,2,0,0,0,0,000,6
11,02,050,011,2,2,1,2,0,0,0,0,000,6
11,02,050,012,2,2,1,2,0,0,0,0,000,6
11,02,050,013,2,2,1,2,0,0,0,0,000,6
11,02,050,014,2,2,1,3,0,0,0,0,000,6
11,02,050,015,2,2,1,2,0,0,0,0,000,6
11,02,050,016,2,2,1,2,0,0,0,0,000,6
11,02,050,017,2,2,1,2,0,0,0,0,000,6
11,02,050,018,2,2,2,2,0,0,0,0,000,6
11,02,050,019,2,2,1,2,0,0,0,0,000,6
11,02,050,020,2,2,1,3,0,0,0,0,000,6
11,02,050,021,2,2,1,3,0,0,0,0,000,6
11,02,050,022,2,2,1,2,0,0,0,0,000,6
11,02,050,023,2,2,1,2,0,0,0,0,000,6
11,02,050,024,2,2,1,2,0,0,0,0,000,6
11,02,050,025,2,2,1,2,0,0,0,0,000,6
11,02,050,026,2,2,1,2,0,0,0,0,000,6
11,02,050,027,2,2,1,2,0,0,0,0,000,6
11,02,050,028,2,2,1,2,0,0,0,0,000,6
11,02,050,029,2,2,1,2,0,0,0,0,000,6
11,02,050,030,2,2,1,2,0,0,0,0,000,6
11,02,050,031,2,2,1,3,0,0,0,0,000,6
11,02,050,032,2,2,2,2,0,0,0,0,000,6
11,02,050,033,2,2,1,2,0,0,0,0,000,6
11,02,060,001,2,2,1,2,0,0,0,0,000,6
11,02,060,002,2,2,1,2,0,0,0,0,000,6
11,02,060,003,2,2,1,2,0,0,0,0,000,6
11,02,060,004,2,2,1,2,0,0,0,0,000,6
11,02,060,005,2,2,1,2,0,0,0,0,000,6
11,02,060,006,2,2,1,2,0,0,0,0,000,6
11,02,060,007,2,2,1,2,0,0,0,0,000,6
11,02,060,008,2,2,1,2,0,0,0,0,000,6
11,02,060,009,2,2,1,2,0,0,0,0,000,6
11,02,060,010,2,2,1,2,0,0,0,0,000,6
11,02,060,011,2,2,1,2,0,0,0,0,000,6
11,02,060,012,2,2,1,2,0,0,0,0,000,6
11,02,060,013,1,2,2,2,1,0,1,0,000,6
11,02,060,014,2,2,1,2,0,0,0,0,000,6
11,02,060,015,2,2,1,2,0,0,0,0,000,6
11,02,060,016,2,2,1,2,0,0,0,0,000,6
11,02,060,017,2,2,1,2,0,0,0,0,000,6
11,02,060,018,2,2,1,2,0,0,0,0,000,6
11,02,060,019,2,2,1,2,0,0,0,0,000,6
11,02,060,020,2,2,1,2,0,0,0,0,000,6
11,02,060,021,2,2,1,2,0,0,0,0,000,6
11,02,060,022,2,2,1,2,0,0,0,0,000,6
11,02,060,023,2,2,1,2,0,0,0,0,000,6
11,02,060,024,2,2,1,2,0,0,0,0,000,6
11,02,060,025,2,2,1,2,0,0,0,0,000,6
11,02,060,026,2,2,1,2,0,0,0,0,000,6
11,02,060,027,2,2,1,2,0,0,0,0,000,6
11,02,060,028,2,2,1,2,0,0,0,0,000,6
11,02,070,001,2,2,1,2,0,0,0,0,000,6
11,02,070,002,2,2,1,1,0,0,0,0,000,6
11,02,070,003,2,2,1,2,0,0,0,0,000,6
11,02,070,004,2,2,1,1,0,0,0,0,000,6
11,02,070,005,2,2,1,2,0,0,0,0,000,6
11,02,070,006,2,2,1,1,0,0,0,0,000,6
11,02,070,007,2,2,1,2,0,0,0,0,000,6
11,02,070,008,2,2,1,2,0,0,0,0,000,6
11,02,070,009,2,2,1,2,0,0,0,0,000,6
11,02,070,010,2,2,1,2,0,0,0,0,000,6
11,02,070,011,2,2,1,2,0,0,0,0,000,6
11,02,070,012,2,2,1,1,0,0,0,0,000,6
11,02,070,013,2,2,2,2,0,0,0,0,000,6
11,02,080,001,2,2,1,2,0,0,0,0,000,6
11,02,080,002,2,2,1,2,0,0,0,0,000,6
11,02,080,003,2,2,1,2,0,0,0,0,000,6
11,02,080,004,2,2,1,2,0,0,0,0,000,6
11,02,080,005,2,2,1,2,0,0,0,0,000,6
11,02,080,006,2,2,1,2,0,0,0,0,000,6
11,02,080,007,2,4,1,2,0,0,0,0,000,6
11,02,080,008,2,2,1,3,0,0,0,0,000,6
11,02,080,009,2,2,1,2,0,0,0,0,000,6
11,02,080,010,2,2,1,3,0,0,0,0,000,6
11,02,080,011,2,2,1,2,0,0,0,0,000,6
11,02,080,012,2,2,1,2,0,0,0,0,000,6
11,02,080,013,2,2,1,2,0,0,0,0,000,6
11,02,080,014,2,2,1,2,0,0,0,0,000,6
11,02,090,001,2,2,1,1,0,0,0,0,000,6
11,02,090,002,2,2,1,1,0,0,0,0,000,6
11,02,090,003,2,2,1,1,0,0,0,0,000,6
11,02,090,004,2,2,1,1,0,0,0,0,000,6
11,02,090,005,2,2,1,1,0,0,0,0,000,6
11,02,090,006,2,2,1,1,0,0,0,0,000,6
11,02,090,007,2,2,1,1,0,0,0,0,000,6
11,02,090,008,2,2,1,1,0,0,0,0,000,6
11,02,090,009,2,3,1,1,0,0,0,0,000,6
11,02,090,010,2,2,1,1,0,0,0,0,000,6
11,02,090,011,2,2,1,1,0,0,0,0,000,6
11,03,010,001,2,2,1,2,0,0,0,0,000,6
11,03,010,002,2,2,1,1,0,0,0,0,000,6
11,03,010,003,2,2,2,2,0,0,0,0,000,6
11,03,010,004,2,2,1,1,0,0,0,0,000,6
11,03,010,005,2,2,1,2,0,0,0,0,000,6
11,03,010,006,2,2,1,2,0,1,0,1,000,6
11,03,010,007,2,2,1,2,0,0,0,0,000,6
11,03,010,008,2,2,1,2,0,0,0,0,000,6
11,03,010,009,2,2,1,1,0,0,0,0,000,6
11,03,010,010,2,2,1,2,0,0,0,0,000,6
11,03,010,011,2,2,1,2,0,0,0,0,000,6
11,03,010,012,2,2,1,1,0,0,0,0,000,6
11,03,010,013,2,2,1,1,0,0,0,0,000,6
11,03,010,014,2,2,1,1,0,0,0,0,000,6
11,03,010,015,2,2,1,1,0,0,0,0,000,6
11,03,010,016,2,2,1,1,0,0,0,0,000,6
11,03,010,017,2,2,1,1,0,0,0,0,000,6
11,03,010,018,2,2,1,1,0,0,0,0,000,6
11,03,010,019,2,2,1,1,0,0,0,0,000,6
11,03,010,020,2,2,1,2,0,0,0,0,000,6
11,03,010,021,2,2,1,1,0,0,0,0,000,6
11,03,010,022,2,2,1,1,0,0,0,0,000,6
11,03,010,023,2,2,1,1,0,0,0,0,000,6
11,03,010,024,2,2,1,1,0,0,0,0,000,6
11,03,020,001,2,2,1,1,0,0,0,0,000,6
11,03,020,002,2,3,1,2,0,0,0,0,000,6
11,03,020,003,2,1,1,2,0,0,0,0,000,6
11,03,020,004,2,2,1,1,0,0,0,0,000,6
11,03,020,005,2,3,1,3,0,0,0,0,000,6
11,03,020,006,2,3,1,2,0,0,0,0,000,6
11,03,020,007,2,1,1,1,0,0,0,0,000,6
11,03,020,008,2,3,1,3,0,0,0,0,000,6
11,03,020,009,2,1,1,2,0,0,0,0,000,6
11,03,020,010,2,1,1,1,0,0,0,0,000,6
11,03,020,011,2,3,1,1,0,0,0,0,000,6
11,03,020,012,2,3,1,1,0,0,0,0,000,6
11,03,020,013,2,3,1,2,0,0,0,0,000,6
11,03,020,014,2,2,1,2,0,0,0,0,000,6
11,03,020,015,2,3,1,2,0,0,0,0,000,6
11,03,020,016,2,2,1,1,0,0,0,0,000,6
11,03,020,017,2,1,1,1,0,0,0,0,000,6
11,03,020,018,2,3,1,1,0,0,0,0,000,6
11,03,020,019,1,3,1,2,0,0,0,0,000,6
11,03,020,020,1,3,1,2,0,0,0,0,000,6
11,03,020,021,2,2,1,3,0,0,0,0,000,6
11,03,020,022,2,2,1,2,0,0,0,0,000,6
11,03,020,023,2,3,1,2,0,0,0,0,000,6
11,03,020,024,2,3,1,2,0,0,0,0,000,6
11,03,020,025,2,3,1,3,0,0,0,0,000,6
11,03,020,026,2,3,1,1,0,0,0,0,000,6
11,03,020,027,2,3,1,3,0,0,0,0,000,6
11,03,020,028,2,3,1,3,0,0,0,0,000,6
11,03,020,029,2,3,1,1,0,0,0,0,000,6
11,03,020,030,2,3,1,2,0,0,0,0,000,6
11,03,020,031,2,3,1,2,0,0,0,0,000,6
11,03,020,032,1,3,1,3,0,4,0,4,000,6
11,03,020,033,1,3,1,3,0,1,0,1,000,6
11,03,020,034,1,2,1,2,0,0,0,0,000,6
11,03,020,035,2,1,1,3,0,0,0,0,000,6
11,03,020,036,2,3,1,2,0,0,0,0,000,6
11,03,030,001,1,3,1,2,0,1,0,1,000,6
11,03,030,002,1,3,2,3,0,1,0,1,000,6
11,03,030,003,1,3,1,2,0,1,0,1,000,6
11,03,030,004,1,3,1,2,0,1,0,1,000,6
11,03,030,005,1,3,1,3,0,0,0,0,000,6
11,03,040,001,2,2,1,2,0,0,0,0,000,6
11,03,040,002,2,2,1,2,0,0,0,0,000,6
11,03,040,003,2,2,1,2,0,0,0,0,000,6
11,03,040,004,2,2,1,2,0,0,0,0,000,6
11,03,040,005,2,2,1,2,0,0,0,0,000,6
11,03,040,006,2,2,1,2,0,0,0,0,000,6
11,03,040,007,2,2,1,2,0,0,0,0,000,6
11,03,040,008,2,2,1,2,0,0,0,0,000,6
11,03,040,009,2,2,1,2,0,0,0,0,000,6
11,03,040,010,2,2,2,2,0,0,0,0,000,6
11,03,040,011,2,3,1,2,0,0,0,0,000,6
11,03,040,012,2,2,1,1,0,0,0,0,000,6
11,03,040,013,2,2,1,2,0,0,0,0,000,6
11,03,040,014,2,2,1,2,0,0,0,0,000,6
11,03,040,015,2,2,1,2,0,0,0,0,000,6
11,03,040,016,2,2,1,2,0,0,0,0,000,6
11,03,040,017,2,2,1,2,0,0,0,0,000,6
11,03,040,018,2,2,1,2,0,0,0,0,000,6
11,03,040,019,2,2,1,2,0,0,0,0,000,6
11,03,040,020,2,2,1,2,0,0,0,0,000,6
11,03,040,021,2,2,1,2,0,0,0,0,000,6
11,03,040,022,2,2,1,2,0,0,0,0,000,6
11,03,040,023,2,2,1,2,0,0,0,0,000,6
11,03,040,024,2,2,2,2,0,0,0,0,000,6
11,03,050,001,1,2,1,2,0,0,0,0,000,6
11,03,050,002,2,2,1,2,0,0,0,0,000,6
11,03,050,003,2,2,1,2,0,0,0,0,000,6
11,03,050,004,2,2,1,2,0,0,0,0,000,6
11,03,050,005,2,2,1,3,0,0,0,0,000,6
11,03,050,006,2,2,1,2,0,0,0,0,000,6
11,03,050,007,2,2,1,3,0,0,0,0,000,6
11,03,050,008,2,2,1,2,0,0,0,0,000,6
11,03,050,009,2,2,1,2,0,0,0,0,000,6
11,03,050,010,2,2,1,3,0,0,0,0,000,6
11,03,050,011,2,2,1,2,0,0,0,0,000,6
11,03,050,012,2,4,1,1,0,0,0,0,000,6
11,03,050,013,2,2,1,2,0,0,0,0,000,6
11,03,050,014,2,2,1,2,0,0,0,0,000,6
11,03,050,015,2,2,1,2,0,0,0,0,000,6
11,03,050,016,2,2,1,2,0,0,0,0,000,6
11,03,050,017,2,2,1,2,0,0,0,0,000,6
11,03,050,018,2,2,1,2,0,0,0,0,000,6
11,03,050,019,2,2,1,2,0,0,0,0,000,6
11,03,050,020,2,2,1,2,0,0,0,0,000,6
11,03,050,021,2,2,1,2,0,0,0,0,000,6
11,03,050,022,2,2,1,2,0,0,0,0,000,6
11,03,050,023,2,2,1,2,0,0,0,0,000,6
11,03,050,024,2,2,1,2,0,0,0,0,000,6
11,03,050,025,2,2,1,2,0,0,0,0,000,6
11,03,050,026,2,2,1,2,0,0,0,0,000,6
11,03,050,027,2,2,1,2,0,0,0,0,000,6
11,03,050,028,2,2,1,2,0,0,0,0,000,6
11,03,050,029,2,2,1,1,0,0,0,0,000,6
11,03,050,030,2,2,1,2,0,0,0,0,000,6
11,03,050,031,2,2,1,3,0,0,0,0,000,6
11,03,050,032,2,2,1,2,0,0,0,0,000,6
11,03,050,033,2,2,1,2,0,0,0,0,000,6
11,03,050,034,2,2,1,3,0,0,0,0,000,6
11,03,050,035,2,2,1,2,0,0,0,0,000,6
11,03,050,036,2,2,1,2,0,0,0,0,000,6
11,03,050,037,2,2,1,2,0,0,0,0,000,6
11,03,050,038,2,2,1,2,0,0,0,0,000,6
11,03,050,039,2,2,1,3,0,0,0,0,000,6
11,03,050,040,2,2,1,2,0,0,0,0,000,6
11,03,050,041,2,2,1,2,0,0,0,0,000,6
11,03,050,042,2,2,1,2,0,0,0,0,000,6
11,03,050,043,2,2,1,2,0,0,0,0,000,6
11,03,050,044,2,2,1,2,0,0,0,0,000,6
11,03,060,001,2,2,1,2,0,0,0,0,000,6
11,03,060,002,2,2,1,1,0,0,0,0,000,6
11,03,060,003,2,2,1,1,0,0,0,0,000,6
11,03,060,004,2,2,1,1,0,0,0,0,000,6
11,03,060,005,2,2,1,1,0,0,0,0,000,6
11,03,060,006,2,2,1,2,0,0,0,0,000,6
11,03,060,007,2,2,1,1,0,0,0,0,000,6
11,03,060,008,2,2,1,1,0,0,0,0,000,6
11,03,060,009,2,2,1,2,0,0,0,0,000,6
11,03,060,010,2,2,1,2,0,0,0,0,000,6
11,03,060,011,2,2,1,1,0,0,0,0,000,6
11,03,060,012,2,1,1,1,0,0,0,0,000,6
11,03,060,013,2,2,1,2,0,0,0,0,000,6
11,03,060,014,2,2,1,2,0,0,0,0,000,6
11,03,060,015,2,2,1,2,0,0,0,0,000,6
11,03,060,016,1,2,1,3,0,0,0,0,000,6
11,03,060,017,2,2,1,2,0,0,0,0,000,6
11,03,060,018,1,2,1,3,0,0,0,0,000,6
11,03,060,019,1,2,2,3,0,1,0,1,000,6
11,03,060,020,2,2,1,1,0,0,0,0,000,6
11,03,060,021,2,2,1,2,0,0,0,0,000,6
11,03,060,022,2,3,1,2,0,0,0,0,000,6
11,03,060,023,2,2,1,1,0,0,0,0,000,6
11,03,060,024,2,2,1,2,0,0,0,0,000,6
11,03,060,025,2,2,1,2,0,0,0,0,000,6
11,03,060,026,2,2,2,2,0,0,0,0,000,6
11,03,060,027,2,2,1,1,0,0,0,0,000,6
11,03,060,028,2,2,1,2,0,0,0,0,000,6
11,03,060,029,2,2,1,1,0,0,0,0,000,6
11,03,060,030,2,2,1,2,0,0,0,0,000,6
11,03,060,031,2,2,1,1,0,0,0,0,000,6
11,03,060,032,2,2,1,1,0,0,0,0,000,6
11,03,060,033,2,2,1,2,0,0,0,0,000,6
11,03,060,034,2,2,1,1,0,0,0,0,000,6
11,03,060,035,2,2,1,2,0,0,0,0,000,6
11,03,060,036,2,2,1,2,0,0,0,0,000,6
11,03,060,037,2,2,1,2,0,2,0,2,000,6
11,03,060,038,2,2,1,2,0,0,0,0,000,6
11,03,060,039,2,2,1,2,0,0,0,0,000,6
11,03,060,040,2,2,1,1,0,0,0,0,000,6
11,03,060,041,2,2,1,2,0,0,0,0,000,6
11,03,060,042,2,3,1,1,0,0,0,0,000,6
11,03,060,043,2,2,1,1,0,0,0,0,000,6
11,03,060,044,2,2,1,3,0,0,0,0,000,6
11,03,060,045,2,2,1,2,0,0,0,0,000,6
11,03,070,001,2,2,1,2,0,0,0,0,000,6
11,03,070,002,2,2,2,2,0,0,0,0,000,6
11,03,070,003,2,2,1,2,0,0,0,0,000,6
11,03,070,004,2,2,1,2,0,0,0,0,000,6
11,03,070,005,2,2,1,2,0,0,0,0,000,6
11,03,070,006,2,2,1,2,0,0,0,0,000,6
11,03,070,007,2,2,1,2,0,0,0,0,000,6
11,03,070,008,2,2,1,1,0,0,0,0,000,6
11,03,070,009,2,2,1,2,0,0,0,0,000,6
11,03,070,010,2,2,1,2,0,0,0,0,000,6
11,03,070,011,2,2,1,2,0,0,0,0,000,6
11,03,070,012,2,2,1,2,0,0,0,0,000,6
11,03,070,013,1,2,1,3,0,0,0,0,000,6
11,03,070,014,2,2,1,2,0,1,0,1,000,6
11,03,070,015,2,2,1,2,0,0,0,0,000,6
11,03,070,016,2,2,1,2,0,0,0,0,000,6
11,03,070,017,2,2,1,2,0,0,0,0,000,6
11,03,070,018,2,2,1,2,0,0,0,0,000,6
11,03,070,019,2,2,1,2,0,0,0,0,000,6
11,03,070,020,2,2,1,2,0,0,0,0,000,6
11,03,070,021,2,2,1,2,0,0,0,0,000,6
11,03,070,022,2,2,1,2,0,0,0,0,000,6
11,03,070,023,2,2,1,2,0,0,0,0,000,6
11,03,070,024,2,2,1,2,0,0,0,0,000,6
11,03,070,025,2,2,1,2,0,0,0,0,000,6
11,03,070,026,2,2,1,2,0,0,0,0,000,6
11,03,070,027,2,2,1,2,0,0,0,0,000,6
11,03,070,028,2,2,1,2,0,0,0,0,000,6
11,03,070,029,2,2,1,2,0,0,0,0,000,6
11,03,070,030,2,2,1,2,0,0,0,0,000,6
11,03,070,031,2,2,1,2,0,0,0,0,000,6
11,03,070,032,2,2,1,2,0,0,0,0,000,6
11,03,080,001,2,2,1,2,0,0,0,0,000,6
11,03,080,002,2,2,1,2,0,0,0,0,000,6
11,03,080,003,2,2,1,2,0,0,0,0,000,6
11,03,080,004,2,2,1,2,0,0,0,0,000,6
11,03,080,005,2,2,1,2,0,0,0,0,000,6
11,03,080,006,2,2,1,2,0,0,0,0,000,6
11,03,080,007,2,2,1,2,0,0,0,0,000,6
11,03,080,008,2,2,1,2,0,0,0,0,000,6
11,03,080,009,2,2,1,2,0,0,0,0,000,6
11,03,080,010,2,2,1,2,0,0,0,0,000,6
11,03,080,011,2,2,1,2,0,0,0,0,000,6
11,03,080,012,2,2,1,2,0,0,0,0,000,6
11,03,080,013,2,2,1,2,0,0,0,0,000,6
11,03,080,014,2,2,1,2,0,0,0,0,000,6
11,03,080,015,2,2,1,2,0,0,0,0,000,6
11,03,080,016,2,2,1,2,0,0,0,0,000,6
11,03,080,017,2,2,1,2,0,0,0,0,000,6
11,03,080,018,2,2,1,2,0,0,0,0,000,6
11,03,080,019,2,2,1,2,0,0,0,0,000,6
11,03,080,020,2,2,1,2,0,0,0,0,000,6
11,03,080,021,2,2,1,2,0,0,0,0,000,6
11,03,080,022,2,2,1,2,0,0,0,0,000,6
11,03,080,023,2,2,1,2,0,0,0,0,000,6
11,03,080,024,2,2,1,3,0,0,0,0,000,6
11,03,080,025,2,2,1,2,0,0,0,0,000,6
11,03,080,026,2,2,1,2,0,0,0,0,000,6
11,03,080,027,2,2,1,2,0,0,0,0,000,6
11,03,080,028,2,2,1,2,0,0,0,0,000,6
11,03,080,029,2,2,1,2,0,0,0,0,000,6
11,03,080,030,2,2,1,2,0,0,0,0,000,6
11,03,080,031,2,2,1,2,0,0,0,0,000,6
11,03,080,032,2,2,1,2,0,0,0,0,000,6
11,03,080,033,2,2,1,2,0,0,0,0,000,6
11,03,080,034,2,2,1,3,0,0,0,0,000,6
11,03,080,035,1,2,1,2,0,0,0,0,000,6
11,03,080,036,2,2,1,2,0,0,0,0,000,6
11,03,080,037,2,2,1,2,0,0,0,0,000,6
11,03,080,038,1,2,2,3,0,0,0,0,000,6
11,03,080,039,1,2,2,3,0,0,0,0,000,6
