"B1R1,C,2","B1R2,C,2","B1R4,C,3","B1R5,C,3","B1R6,C,1","B1R7,C,1","B1R8,C,1","B1R9,C,1","B7R1AK2,N,2,0","B7R1AK3,N,2,0","B7R1AK4,N,2,0","B7R1AK5,N,2,0","FILLER_ID,C,3","REC_TYPE,C,1"
13,08,020,503,2,3,1,3,0,0,0,0,000,6
13,08,020,504,2,3,1,3,0,0,0,1,000,6
13,08,020,505,2,3,1,2,0,1,0,1,000,6
13,08,020,506,2,3,1,2,0,0,0,0,000,6
13,08,020,507,2,3,1,2,0,0,0,0,000,6
13,08,020,508,2,3,1,2,0,0,0,0,000,6
13,08,020,509,2,3,1,1,0,0,0,0,000,6
13,08,020,510,2,3,1,3,0,0,0,0,000,6
13,08,020,511,2,3,1,3,0,0,0,0,000,6
13,08,020,512,2,3,1,1,0,0,0,0,000,6
13,08,020,513,2,3,1,1,0,0,0,0,000,6
13,08,020,514,2,3,1,3,0,0,0,0,000,6
13,08,020,515,2,3,1,1,0,0,0,0,000,6
13,08,020,516,2,3,1,3,0,0,0,0,000,6
13,08,020,517,2,3,1,2,0,0,0,0,000,6
13,08,030,001,2,2,1,1,0,0,0,0,000,6
13,08,030,002,2,3,1,1,0,0,0,0,000,6
13,08,030,003,2,3,1,2,0,0,0,0,000,6
13,08,030,004,2,3,1,3,0,0,0,0,000,6
13,08,030,005,2,3,1,2,0,0,0,0,000,6
13,08,030,006,2,3,1,3,0,1,0,1,000,6
13,08,030,007,2,3,1,1,0,2,0,2,000,6
13,08,030,008,2,3,1,1,0,0,0,0,000,6
13,08,030,009,2,3,1,1,0,1,0,3,000,6
13,08,030,010,2,3,1,2,0,1,0,1,000,6
13,08,030,011,2,3,2,3,0,0,0,0,000,6
13,08,030,012,2,2,1,3,0,0,0,0,000,6
13,08,030,013,2,3,1,2,0,0,0,0,000,6
13,08,030,014,2,2,1,1,0,0,0,0,000,6
13,08,030,015,2,2,1,3,1,0,1,0,000,6
13,08,030,016,2,3,1,1,0,0,0,0,000,6
13,08,030,017,2,3,1,3,0,0,0,0,000,6
13,08,030,018,2,3,1,2,0,0,0,0,000,6
13,08,030,019,2,3,1,2,0,0,0,0,000,6
13,08,030,020,2,3,1,2,0,0,0,0,000,6
13,08,030,021,2,2,1,2,0,0,0,0,000,6
13,08,030,022,2,2,1,1,0,0,0,0,000,6
13,08,030,023,2,2,2,3,0,0,0,0,000,6
13,08,030,024,2,2,1,2,0,1,0,1,000,6
13,08,030,025,2,2,1,2,0,1,0,1,000,6
13,08,030,026,2,2,1,2,0,0,0,0,000,6
13,08,030,027,2,2,1,3,0,0,0,0,000,6
13,08,030,028,2,2,1,2,0,0,0,0,000,6
13,08,030,029,2,3,1,2,0,0,0,0,000,6
13,08,030,030,2,2,1,2,0,0,0,0,000,6
13,08,030,031,2,2,1,2,0,0,0,0,000,6
13,08,030,032,2,2,1,1,0,0,0,0,000,6
13,08,030,033,2,3,1,2,0,0,0,0,000,6
13,08,030,034,2,3,1,3,0,0,0,0,000,6
13,08,030,035,2,3,1,2,0,0,0,0,000,6
13,08,030,036,2,2,1,3,0,0,0,0,000,6
13,08,030,037,2,3,1,2,0,0,0,0,000,6
13,08,030,038,2,2,1,3,0,0,0,0,000,6
13,08,030,039,2,2,1,2,0,1,0,1,000,6
13,08,030,040,2,3,1,3,0,1,0,1,000,6
13,08,030,041,2,3,1,2,0,0,0,0,000,6
13,08,030,042,2,3,1,1,0,0,0,1,000,6
13,08,030,043,2,2,1,3,0,0,0,0,000,6
13,08,030,044,2,1,1,3,0,1,0,1,000,6
13,08,030,045,2,3,1,1,0,0,0,0,000,6
13,08,030,046,2,3,1,2,0,0,0,0,000,6
13,08,030,047,2,3,1,3,0,0,0,0,000,6
13,08,030,048,2,2,1,2,0,0,0,0,000,6
13,08,030,049,2,2,1,1,0,0,0,0,000,6
13,08,030,050,2,3,1,2,0,0,0,0,000,6
13,08,030,051,2,2,1,1,0,0,0,0,000,6
13,08,040,001,2,3,1,3,0,0,0,0,000,6
13,08,040,002,2,3,1,3,0,0,0,0,000,6
13,08,040,003,2,3,1,1,0,0,0,0,000,6
13,08,040,006,2,3,1,1,0,0,0,0,000,6
13,08,040,007,2,2,1,2,0,0,0,0,000,6
13,08,040,008,2,2,1,1,0,0,0,0,000,6
13,08,040,009,2,3,1,1,0,0,0,0,000,6
13,08,040,010,2,3,1,2,0,0,0,0,000,6
13,08,040,011,2,3,1,2,0,0,0,0,000,6
13,08,040,012,2,3,1,2,0,0,0,0,000,6
13,08,040,013,2,3,1,3,0,0,0,0,000,6
13,08,040,014,2,3,1,3,0,0,0,0,000,6
13,08,040,015,2,3,1,2,0,0,0,0,000,6
13,08,040,016,2,3,1,2,0,0,0,0,000,6
13,08,040,017,2,3,1,2,0,0,0,0,000,6
13,08,040,018,2,1,1,2,0,0,0,0,000,6
13,08,040,019,2,3,1,2,0,0,0,0,000,6
13,08,040,020,2,3,1,1,0,0,0,0,000,6
13,08,040,021,2,3,1,2,0,0,0,0,000,6
13,08,040,022,2,3,1,1,0,0,0,0,000,6
13,08,040,023,2,3,1,1,0,0,0,0,000,6
13,08,040,024,2,3,1,1,0,0,0,0,000,6
13,08,040,025,2,3,1,3,0,0,0,0,000,6
13,08,040,026,2,3,1,3,0,0,0,0,000,6
13,08,040,027,2,3,1,3,0,1,0,1,000,6
13,08,040,028,2,3,1,3,0,0,0,0,000,6
13,08,040,039,2,3,1,3,0,0,0,0,000,6
13,08,040,045,2,3,1,1,0,0,0,0,000,6
13,08,040,046,2,3,1,3,0,0,0,0,000,6
13,08,040,501,2,3,1,3,0,0,0,0,000,6
13,08,040,502,2,3,1,3,0,0,0,0,000,6
13,08,040,503,2,3,1,3,0,0,0,0,000,6
13,08,040,504,2,3,1,3,1,0,1,0,000,6
13,08,040,505,2,3,1,3,0,0,0,0,000,6
13,08,040,506,2,3,1,3,0,0,0,0,000,6
13,08,040,507,2,3,1,1,0,0,0,0,000,6
13,08,040,508,2,3,1,3,0,0,0,0,000,6
13,08,040,509,2,3,1,3,0,0,0,0,000,6
13,08,050,001,2,3,1,1,0,0,0,0,000,6
13,08,050,024,1,3,2,3,0,1,0,1,000,6
13,08,050,025,2,2,2,3,0,0,0,0,000,6
13,08,050,026,1,3,2,3,1,0,1,0,000,6
13,08,050,027,2,3,2,3,0,0,0,0,000,6
13,08,050,028,2,3,1,1,0,0,0,0,000,6
13,08,050,029,2,3,1,2,0,0,0,0,000,6
13,08,050,030,2,3,2,3,0,0,0,0,000,6
13,08,050,031,2,3,2,3,0,0,0,0,000,6
13,08,050,034,2,3,1,2,0,0,0,0,000,6
13,08,050,035,2,3,1,1,0,0,0,0,000,6
13,08,050,036,2,3,1,3,0,1,0,1,000,6
13,08,050,501,2,3,1,2,0,0,0,0,000,6
13,08,050,502,2,1,1,3,0,0,0,0,000,6
13,08,050,503,2,3,1,1,0,1,0,1,000,6
13,08,050,504,2,3,1,3,0,0,0,0,000,6
13,08,050,505,2,3,1,3,0,1,0,1,000,6
13,08,050,506,2,3,1,3,0,0,0,0,000,6
13,08,050,507,2,3,1,3,0,0,0,0,000,6
13,08,060,001,2,3,1,1,0,0,0,0,000,6
13,08,060,002,2,3,1,1,0,1,0,1,000,6
13,08,060,003,2,3,1,1,0,1,0,1,000,6
13,08,060,004,2,3,1,1,0,0,0,0,000,6
13,08,060,005,2,3,1,2,0,0,0,0,000,6
13,08,060,006,2,3,1,1,0,0,0,0,000,6
13,08,060,007,2,3,1,2,0,0,0,0,000,6
13,08,060,008,2,3,1,2,0,0,0,0,000,6
13,08,060,009,2,3,1,3,0,0,0,0,000,6
13,08,060,010,2,3,1,2,0,0,0,0,000,6
13,08,060,011,2,3,1,2,0,0,0,0,000,6
13,08,060,012,2,3,1,1,0,0,0,0,000,6
13,08,060,015,2,3,1,2,0,0,0,0,000,6
13,08,060,016,2,3,1,2,0,0,0,0,000,6
13,08,060,019,2,3,1,3,0,0,0,0,000,6
13,08,060,020,2,3,1,1,0,0,0,0,000,6
13,08,060,023,2,3,1,1,0,0,0,0,000,6
13,08,060,024,2,3,1,2,0,0,0,0,000,6
13,08,060,025,2,3,1,2,0,0,0,0,000,6
13,08,060,026,2,2,1,1,0,0,0,0,000,6
13,08,060,027,2,3,1,2,0,0,0,0,000,6
13,08,060,028,2,3,1,2,0,0,0,0,000,6
13,08,060,029,2,3,1,2,0,0,0,0,000,6
13,08,060,030,2,3,1,1,0,0,0,0,000,6
13,08,060,031,2,3,1,1,0,0,0,0,000,6
13,08,060,032,2,3,1,2,0,0,0,0,000,6
13,08,060,033,2,3,1,2,0,0,0,0,000,6
13,08,060,034,2,3,1,1,0,0,0,0,000,6
13,08,060,035,2,3,1,2,0,0,0,0,000,6
13,08,060,036,2,3,1,2,0,0,0,0,000,6
13,08,060,037,2,3,1,2,0,1,0,1,000,6
13,08,060,501,1,3,1,3,0,2,0,2,000,6
13,08,060,502,2,3,1,3,0,0,0,0,000,6
13,08,060,503,2,3,1,1,0,0,0,0,000,6
13,08,070,001,2,3,1,3,0,0,0,0,000,6
13,08,070,002,2,3,1,3,0,0,0,0,000,6
13,08,070,003,2,3,1,3,0,1,0,1,000,6
13,08,070,004,2,3,1,2,0,1,0,0,000,6
13,08,070,005,2,3,1,2,0,0,0,0,000,6
13,08,070,006,2,3,1,2,0,0,0,0,000,6
13,08,070,007,2,3,1,2,0,0,0,0,000,6
13,08,070,008,2,3,1,2,0,0,0,0,000,6
13,08,070,009,2,3,1,2,0,0,0,0,000,6
13,08,070,010,2,3,1,2,0,0,0,0,000,6
13,08,070,011,2,3,1,2,0,0,0,0,000,6
13,08,070,012,2,3,1,2,0,0,0,0,000,6
13,08,070,013,2,3,1,3,0,1,0,1,000,6
13,08,070,014,2,3,1,2,0,0,0,0,000,6
13,08,070,015,2,3,1,2,0,0,0,0,000,6
13,08,070,016,2,3,1,2,0,0,0,0,000,6
13,08,080,001,2,3,1,1,0,0,0,0,000,6
13,08,080,002,2,3,1,1,0,0,0,0,000,6
13,08,080,003,2,3,1,1,0,0,0,0,000,6
13,08,080,004,2,3,1,1,0,0,0,0,000,6
13,08,080,005,2,3,1,1,0,0,0,0,000,6
13,08,080,006,2,3,1,2,0,0,0,0,000,6
13,08,080,007,2,3,1,1,0,0,0,0,000,6
13,08,080,008,2,3,1,2,0,0,0,0,000,6
13,08,080,009,2,3,2,2,0,0,0,0,000,6
13,08,080,010,2,3,1,2,0,0,0,0,000,6
13,08,080,011,2,3,1,1,0,0,0,0,000,6
13,08,080,012,2,3,1,1,0,0,0,0,000,6
13,08,080,015,2,3,2,1,0,0,0,0,000,6
13,08,080,016,2,3,1,3,0,1,0,1,000,6
13,08,080,017,2,3,1,2,0,0,0,0,000,6
13,08,080,018,2,3,1,2,0,0,0,0,000,6
13,08,080,019,2,3,1,2,0,0,0,0,000,6
13,08,080,020,2,3,1,3,0,0,0,0,000,6
13,08,080,021,2,3,1,2,0,0,0,0,000,6
13,08,080,022,2,3,1,2,0,0,0,0,000,6
13,08,080,023,2,3,1,1,0,0,0,0,000,6
13,08,080,024,2,3,1,1,0,0,0,0,000,6
13,08,080,025,2,3,1,1,0,0,0,0,000,6
13,08,080,026,2,3,1,1,0,0,0,0,000,6
13,08,080,027,2,3,1,1,0,0,0,0,000,6
13,08,080,028,2,3,1,2,0,3,0,3,000,6
13,08,080,029,2,3,1,2,0,0,0,0,000,6
13,08,080,030,2,3,1,2,0,0,0,0,000,6
13,08,080,031,2,3,1,1,0,0,0,0,000,6
13,08,080,032,2,3,1,2,0,0,0,0,000,6
13,08,080,036,2,3,1,1,0,0,0,0,000,6
13,08,080,037,2,3,1,1,0,0,0,0,000,6
13,08,080,042,2,3,1,2,0,0,0,0,000,6
13,08,080,043,2,3,1,1,0,0,0,0,000,6
13,08,080,044,2,3,1,3,0,0,0,0,000,6
13,08,080,045,2,3,1,1,0,0,0,0,000,6
13,08,080,046,2,3,1,1,0,0,0,0,000,6
13,08,080,047,2,3,1,1,0,1,0,1,000,6
13,08,080,048,2,3,1,1,0,0,0,0,000,6
13,08,080,049,2,3,1,1,0,0,0,0,000,6
13,08,080,055,2,3,1,2,0,0,0,0,000,6
13,08,080,056,2,3,1,1,0,0,0,0,000,6
13,08,080,057,2,3,1,1,0,0,0,0,000,6
13,08,080,058,2,3,1,1,0,0,0,0,000,6
13,08,080,059,2,3,1,1,0,0,0,0,000,6
13,08,080,060,2,3,1,2,0,0,0,0,000,6
13,08,080,061,2,3,1,1,0,0,0,0,000,6
13,08,080,062,2,3,1,3,0,0,0,0,000,6
13,08,080,063,2,3,1,3,0,0,0,0,000,6
13,08,080,064,2,3,1,3,0,0,0,0,000,6
13,08,080,065,2,3,1,3,0,0,0,0,000,6
13,08,080,501,2,3,2,1,0,0,0,0,000,6
13,08,080,502,2,3,1,2,0,0,0,0,000,6
13,08,080,503,2,3,1,2,0,0,0,0,000,6
13,08,080,504,2,3,1,2,0,0,0,0,000,6
13,08,080,505,2,3,1,2,0,0,0,0,000,6
13,08,080,506,2,3,1,3,0,0,0,0,000,6
13,08,080,507,2,3,1,2,0,0,0,0,000,6
13,08,080,508,2,3,1,1,0,0,0,0,000,6
13,08,080,509,2,3,1,1,0,0,0,0,000,6
13,71,010,001,2,1,2,1,0,0,0,0,000,6
13,71,010,002,2,1,2,2,0,0,0,0,000,6
13,71,010,003,2,1,2,2,0,0,0,0,000,6
13,71,010,004,2,1,2,2,0,0,0,0,000,6
13,71,010,005,2,1,2,2,0,0,0,0,000,6
13,71,010,006,2,1,2,2,0,0,0,0,000,6
13,71,010,007,1,1,2,3,0,1,0,1,000,6
13,71,010,008,2,1,2,2,0,0,0,0,000,6
13,71,010,009,2,1,2,2,0,0,0,0,000,6
13,71,010,010,2,1,2,2,0,0,0,0,000,6
13,71,010,011,2,1,2,2,0,0,0,0,000,6
13,71,010,012,2,1,2,2,0,0,0,0,000,6
13,71,010,013,2,1,2,2,0,0,0,0,000,6
13,71,020,001,2,1,2,2,0,0,0,0,000,6
13,71,020,002,2,1,2,2,0,0,0,0,000,6
13,71,020,003,2,1,2,1,0,0,0,0,000,6
13,71,020,004,1,1,2,2,0,2,0,2,000,6
13,71,020,005,1,1,2,3,1,0,1,0,000,6
13,71,020,006,1,1,2,2,0,2,0,2,000,6
13,71,020,007,2,1,2,2,0,0,0,0,000,6
13,71,030,001,1,2,2,3,0,0,0,0,000,6
13,71,030,002,2,2,2,3,0,0,0,0,000,6
13,71,030,003,1,2,2,3,0,2,0,2,000,6
13,71,030,004,1,2,2,3,0,0,0,0,000,6
13,71,030,005,2,2,2,3,1,0,1,0,000,6
13,71,030,006,2,2,2,3,0,0,0,0,000,6
13,71,030,007,1,2,2,3,0,0,0,0,000,6
13,71,030,008,1,2,1,3,0,1,0,1,000,6
13,71,030,009,1,2,2,3,0,1,0,1,000,6
13,71,030,010,1,2,2,3,0,1,0,1,000,6
13,71,030,011,1,2,2,3,0,0,0,0,000,6
13,71,030,012,1,2,2,3,0,0,0,0,000,6
13,71,030,013,1,2,2,3,0,1,0,1,000,6
13,71,030,014,1,2,2,3,0,0,0,0,000,6
13,71,030,015,1,2,2,3,0,0,0,0,000,6
13,71,030,016,1,2,2,3,1,1,1,1,000,6
13,71,030,017,1,1,2,3,0,0,0,0,000,6
13,71,030,018,2,2,2,3,0,0,0,0,000,6
13,71,030,019,1,2,1,3,0,0,0,0,000,6
13,71,030,020,1,2,2,3,1,0,1,0,000,6
13,71,030,021,1,2,2,3,0,0,0,0,000,6
13,71,040,001,1,2,2,3,0,2,0,2,000,6
13,71,040,002,1,2,2,3,0,0,0,0,000,6
13,71,040,003,1,2,2,3,0,0,0,0,000,6
13,71,040,004,1,2,2,3,0,0,0,0,000,6
13,71,040,005,1,2,2,3,0,1,0,1,000,6
13,71,040,006,1,2,2,3,0,1,0,1,000,6
13,71,040,007,1,2,2,3,0,0,0,0,000,6
13,71,040,008,2,2,2,3,1,0,1,0,000,6
13,71,040,009,1,2,2,3,0,0,0,0,000,6
13,71,040,010,1,2,2,3,0,1,0,1,000,6
13,71,040,011,1,2,2,3,0,0,0,0,000,6
13,71,040,012,1,2,2,3,0,0,0,0,000,6
13,71,040,013,1,2,2,1,0,0,0,0,000,6
13,71,040,014,1,2,2,3,0,0,0,0,000,6
13,71,040,015,1,2,2,3,0,1,0,1,000,6
13,71,040,016,1,2,2,3,0,1,0,1,000,6
13,71,040,017,1,2,2,3,0,0,0,0,000,6
13,71,040,018,1,2,2,3,0,2,0,2,000,6
13,71,040,019,1,2,2,3,0,1,0,1,000,6
13,71,040,020,1,2,2,3,0,0,0,0,000,6
13,71,040,021,1,2,2,3,0,1,0,1,000,6
13,71,040,022,1,2,2,3,0,0,0,0,000,6
13,71,040,023,1,2,2,3,0,0,0,0,000,6
13,71,040,024,1,2,2,3,0,1,0,1,000,6
13,71,050,001,1,2,2,3,0,0,0,0,000,6
13,71,050,002,1,2,2,3,0,1,0,1,000,6
13,71,050,003,1,2,2,3,0,1,0,1,000,6
13,71,050,004,1,2,2,3,0,0,0,0,000,6
13,71,050,005,1,2,2,3,0,0,0,0,000,6
13,71,050,006,1,2,2,3,0,3,0,3,000,6
13,71,050,007,1,2,2,3,0,0,0,0,000,6
13,71,050,008,1,2,2,3,0,1,0,1,000,6
13,71,050,009,1,2,2,3,0,0,0,0,000,6
13,71,050,010,1,2,2,3,0,1,0,1,000,6
13,71,050,011,1,2,2,3,0,0,0,0,000,6
13,71,050,012,1,2,2,3,0,0,0,0,000,6
13,71,050,013,1,2,2,3,0,1,0,1,000,6
13,71,050,014,1,2,2,3,0,0,0,1,000,6
13,71,050,015,1,2,2,3,0,1,0,1,000,6
13,71,050,016,1,2,2,3,0,0,0,0,000,6
13,71,050,017,1,2,2,3,0,1,0,1,000,6
13,71,050,018,1,2,2,3,0,0,0,0,000,6
13,71,050,019,1,2,2,3,0,1,0,1,000,6
13,71,050,020,1,2,2,3,0,1,0,1,000,6
13,71,050,021,1,2,2,3,0,0,0,0,000,6
13,71,050,022,1,2,2,3,0,1,0,1,000,6
13,71,050,023,1,2,2,3,0,1,0,1,000,6
13,71,050,024,1,2,2,3,0,0,0,0,000,6
13,71,050,025,1,2,2,3,0,0,0,1,000,6
13,71,050,026,1,2,2,3,0,0,0,0,000,6
13,71,050,027,1,2,2,3,0,0,0,0,000,6
13,71,060,001,1,2,2,3,0,1,0,1,000,6
13,71,060,002,1,2,2,3,0,0,0,0,000,6
13,71,060,003,1,2,2,3,0,0,0,0,000,6
13,71,060,004,1,2,2,3,0,1,0,1,000,6
13,71,060,005,1,2,2,3,0,1,0,1,000,6
13,71,060,006,1,2,2,3,0,0,0,0,000,6
13,71,060,007,1,2,2,3,0,0,0,0,000,6
13,71,060,008,1,2,2,3,0,0,0,0,000,6
13,71,060,009,1,2,2,3,0,2,0,2,000,6
13,71,060,010,1,1,2,3,0,1,0,1,000,6
13,71,060,011,1,2,2,3,0,0,0,0,000,6
13,71,060,012,1,2,2,3,0,0,0,0,000,6
13,71,060,013,1,2,2,3,0,0,0,0,000,6
13,71,060,014,1,2,2,3,0,0,0,0,000,6
13,71,060,015,1,2,2,3,0,1,0,1,000,6
13,71,060,016,1,2,2,3,0,0,0,0,000,6
13,71,060,017,1,1,2,1,0,1,0,1,000,6
13,71,060,018,1,2,2,3,0,1,0,1,000,6
13,71,060,019,1,2,2,3,1,0,1,0,000,6
13,71,060,020,1,2,2,3,0,0,0,0,000,6
13,71,060,021,1,2,2,3,0,1,0,1,000,6
13,71,060,022,1,2,2,3,0,0,0,0,000,6
13,71,060,023,1,2,2,3,0,1,0,1,000,6
13,71,060,024,1,2,2,3,0,1,0,1,000,6
13,71,060,025,1,2,2,3,0,1,0,1,000,6
13,71,060,026,1,2,2,3,0,1,0,1,000,6
13,71,060,027,1,2,2,3,1,0,1,0,000,6
13,71,060,028,1,2,2,3,0,0,0,0,000,6
13,71,060,029,1,1,2,3,0,1,0,1,000,6
13,71,060,030,1,2,2,3,0,0,0,0,000,6
13,71,070,001,1,2,2,2,0,0,0,0,000,6
13,71,070,002,1,2,2,3,0,0,0,0,000,6
13,71,070,003,1,2,2,3,0,0,0,0,000,6
13,71,070,004,1,2,2,3,0,2,0,2,000,6
13,71,070,005,1,2,2,3,0,1,0,1,000,6
13,71,070,006,1,2,2,3,0,0,0,0,000,6
13,71,070,007,1,2,2,3,0,0,0,0,000,6
13,71,070,008,1,2,2,3,0,0,0,0,000,6
13,71,070,009,1,2,2,3,0,0,0,0,000,6
13,71,070,010,1,2,2,3,0,1,0,1,000,6
13,71,070,011,1,2,2,3,0,1,0,1,000,6
13,71,070,012,1,2,2,3,0,1,0,1,000,6
13,71,070,013,1,2,2,3,0,1,0,1,000,6
13,71,070,014,1,2,2,3,0,1,0,1,000,6
13,71,070,015,1,2,2,3,0,1,0,1,000,6
13,71,070,016,1,2,2,3,0,1,0,1,000,6
13,71,070,017,1,3,2,3,0,1,0,1,000,6
13,71,070,018,1,2,2,3,0,1,0,1,000,6
13,71,080,001,2,2,2,3,0,0,0,0,000,6
13,71,080,002,1,2,2,3,0,0,0,0,000,6
13,71,080,003,1,3,2,2,0,1,0,1,000,6
13,71,080,004,1,1,2,3,0,1,0,1,000,6
13,71,080,005,1,2,2,3,0,0,0,0,000,6
13,71,080,006,1,1,1,3,0,3,0,3,000,6
13,71,080,007,1,3,2,3,0,0,0,0,000,6
13,71,090,001,1,2,2,3,0,0,0,0,000,6
13,71,090,002,1,2,2,3,0,2,0,2,000,6
13,71,090,003,1,2,2,3,0,1,0,1,000,6
13,71,090,004,2,2,2,3,0,0,0,0,000,6
13,71,090,005,2,2,2,3,0,1,0,1,000,6
13,71,090,006,2,2,2,3,0,1,0,1,000,6
13,71,090,007,2,2,2,3,0,1,0,1,000,6
13,71,090,008,2,2,2,3,0,0,0,0,000,6
13,71,090,009,2,2,2,3,0,1,0,1,000,6
13,71,100,001,2,2,2,2,0,1,0,1,000,6
13,71,100,002,2,2,2,3,0,1,0,1,000,6
13,71,100,003,2,2,2,3,0,0,0,0,000,6
13,71,100,004,1,2,2,3,0,1,0,1,000,6
13,71,100,005,2,2,2,3,0,0,0,0,000,6
13,71,100,006,2,2,2,3,0,1,0,1,000,6
13,71,100,007,2,2,2,3,0,0,0,0,000,6
13,71,100,008,2,2,2,3,0,0,0,0,000,6
13,71,100,009,2,2,2,3,0,0,0,0,000,6
13,71,100,010,2,2,2,3,0,1,0,1,000,6
13,71,100,011,2,2,2,3,0,0,0,0,000,6
13,71,100,012,2,2,2,3,0,0,0,0,000,6
13,71,100,013,2,2,2,3,0,0,0,0,000,6
13,71,110,001,2,2,2,2,0,2,0,2,000,6
13,71,110,002,2,2,2,1,0,0,0,0,000,6
13,71,110,003,2,2,2,1,0,0,0,0,000,6
13,71,110,004,2,2,2,1,0,1,0,1,000,6
13,71,110,005,2,2,2,2,0,1,0,1,000,6
13,71,110,006,2,1,2,1,0,1,0,1,000,6
13,71,110,007,1,2,2,3,0,3,0,3,000,6
13,71,110,008,1,2,2,3,0,2,0,2,000,6
13,71,110,009,2,2,2,2,0,1,0,1,000,6
13,71,110,010,2,2,2,2,0,1,0,1,000,6
13,71,110,011,1,2,2,1,0,1,0,1,000,6
13,71,110,012,1,2,2,2,0,0,0,0,000,6
13,71,110,013,2,1,2,2,0,0,0,0,000,6
13,71,110,014,2,2,1,1,0,0,0,0,000,6
13,71,110,015,2,2,2,1,0,0,0,0,000,6
13,71,110,016,2,2,2,3,0,0,0,1,000,6
13,71,110,017,2,2,2,1,0,0,0,0,000,6
13,71,110,018,2,2,2,1,0,0,0,0,000,6
13,71,110,019,2,2,2,1,0,0,0,0,000,6
13,71,110,020,2,2,2,2,0,0,0,0,000,6
13,71,110,021,2,2,2,2,0,2,0,2,000,6
13,71,110,022,2,2,2,1,0,0,0,0,000,6
13,71,110,023,2,2,2,2,0,1,0,1,000,6
13,71,110,024,2,1,2,1,0,1,0,1,000,6
13,72,010,001,2,2,2,3,0,1,0,1,000,6
13,72,010,002,2,2,2,3,0,0,0,0,000,6
13,72,010,003,2,2,2,3,0,1,0,1,000,6
13,72,010,004,2,2,2,3,0,1,0,1,000,6
13,72,010,005,2,2,2,3,0,0,0,0,000,6
13,72,010,006,1,2,2,3,0,0,0,0,000,6
13,72,010,007,1,2,2,3,0,1,0,1,000,6
13,72,020,001,1,2,2,3,0,0,0,0,000,6
13,72,020,002,1,2,2,3,0,1,0,1,000,6
13,72,020,003,1,2,2,3,0,0,0,0,000,6
13,72,020,004,2,2,2,3,0,1,0,1,000,6
13,72,020,005,2,2,2,3,0,2,0,2,000,6
13,72,020,006,2,2,2,3,0,0,0,0,000,6
13,73,010,001,1,2,2,3,0,0,0,0,000,6
13,73,010,002,1,2,2,3,0,1,0,1,000,6
13,73,010,003,1,2,2,3,0,1,0,1,000,6
13,73,010,005,1,2,2,3,0,1,0,1,000,6
13,73,010,006,1,2,2,3,0,1,0,1,000,6
13,73,010,007,1,2,2,3,0,0,0,0,000,6
13,73,010,008,1,2,2,3,0,1,0,1,000,6
13,73,010,009,1,2,2,3,0,1,0,1,000,6
13,73,010,010,1,2,2,3,0,1,0,1,000,6
13,73,010,011,1,2,2,3,0,0,0,0,000,6
13,73,010,012,1,2,2,3,0,0,0,0,000,6
13,73,020,001,2,2,2,3,0,0,0,0,000,6
13,73,020,002,1,2,2,3,0,1,0,1,000,6
13,73,020,003,1,2,2,3,0,1,0,1,000,6
13,73,020,004,1,2,2,3,0,1,0,1,000,6
13,73,020,005,1,2,2,3,0,0,0,0,000,6
13,73,020,006,1,2,2,3,0,1,0,1,000,6
13,73,020,007,1,2,2,3,0,1,0,1,000,6
13,73,020,008,1,2,2,3,0,0,0,0,000,6
13,74,010,001,1,1,2,3,0,3,0,3,000,6
13,74,010,002,1,1,2,3,0,1,0,1,000,6
13,74,010,003,1,1,2,3,0,1,0,1,000,6
13,74,010,004,2,1,2,3,0,0,0,0,000,6
13,74,010,005,2,1,2,3,0,0,0,0,000,6
13,74,010,006,2,1,2,3,0,1,0,1,000,6
13,74,010,007,2,1,2,3,0,0,0,0,000,6
13,74,010,008,2,1,2,3,0,1,0,1,000,6
13,74,020,001,1,1,2,3,0,1,0,1,000,6
13,74,020,002,1,1,2,3,0,1,0,1,000,6
13,74,020,003,1,1,2,3,0,2,0,2,000,6
13,74,020,004,1,1,2,3,0,1,0,1,000,6
13,74,020,005,1,1,2,3,0,0,0,0,000,6
13,74,020,006,1,1,2,3,0,0,0,0,000,6
13,74,020,007,1,1,2,3,0,1,0,1,000,6
13,74,020,008,1,1,2,3,0,2,0,2,000,6
13,75,010,001,1,2,2,3,0,3,0,2,000,6
13,75,010,002,1,2,2,3,0,3,0,3,000,6
13,75,010,003,1,2,2,3,0,3,0,3,000,6
13,75,010,004,1,2,2,3,0,2,0,2,000,6
13,75,010,005,1,2,2,3,0,0,0,0,000,6
13,75,010,006,1,2,2,3,0,2,0,2,000,6
13,75,010,007,1,2,2,3,0,0,0,0,000,6
13,75,020,001,2,2,2,3,0,1,0,1,000,6
13,75,020,002,2,2,2,3,0,1,0,1,000,6
13,75,020,003,1,2,2,3,0,1,0,1,000,6
13,75,020,004,1,2,2,3,0,1,0,1,000,6
13,75,020,005,1,2,2,3,0,2,0,2,000,6
13,75,020,006,1,2,2,3,0,0,0,0,000,6
13,75,020,007,1,2,2,3,0,1,0,1,000,6
13,75,020,008,2,2,2,3,0,1,0,1,000,6
13,75,020,009,1,2,2,3,0,1,0,1,000,6
13,75,030,001,1,1,2,3,3,0,1,0,000,6
13,75,030,002,1,2,2,3,0,3,0,3,000,6
13,75,030,003,1,2,2,3,0,1,0,1,000,6
13,75,030,004,2,2,2,3,0,1,0,1,000,6
